cycle,(LPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
145,642.01,1403.53,554.1,47.33,521.93,8.3967,393,38.83,23.5167,125
146,642.52,1405.09,554.25,47.3,522.0,8.4074,391,38.97,23.4017,125
147,642.27,1394.58,554.16,47.48,521.91,8.3896,393,38.89,23.3356,125
148,642.65,1398.3,554.32,47.31,522.57,8.4128,393,39.13,23.3971,125
149,642.03,1404.41,553.84,47.31,521.87,8.387,391,38.89,23.4024,125
150,642.62,1393.74,554.13,47.15,522.22,8.4175,391,39.03,23.2996,125
151,642.54,1398.31,553.66,47.33,522.28,8.4173,390,38.92,23.3831,125
152,642.38,1400.9,553.86,47.25,522.06,8.4123,391,38.86,23.3666,125
153,641.96,1397.52,553.78,47.29,521.82,8.4262,392,38.71,23.3222,125
154,642.34,1413.28,554.45,47.23,522.21,8.4161,391,38.89,23.4216,125
155,642.17,1397.45,553.84,47.23,521.91,8.4029,392,38.99,23.3634,125
156,642.15,1399.13,554.7,47.31,522.14,8.4075,391,39.07,23.3474,125
157,642.04,1400.63,553.71,47.45,522.25,8.4137,394,38.97,23.2225,124
158,641.99,1404.68,554.67,47.45,522.32,8.4324,392,39.03,23.422,123
159,641.81,1399.71,553.7,47.26,522.2,8.4138,393,38.89,23.3979,122
160,642.53,1409.72,554.65,47.46,521.96,8.4012,393,38.92,23.4119,121
161,642.08,1396.32,554.18,47.19,521.96,8.4601,393,38.83,23.4036,120
162,641.71,1401.23,553.95,47.42,522.09,8.3739,392,39.05,23.4045,119
163,642.88,1396.2,553.96,47.29,521.55,8.3904,392,38.94,23.4442,118
164,642.82,1405.5,554.31,47.32,521.74,8.4304,391,38.97,23.4381,117
165,642.17,1402.96,553.71,47.39,522.28,8.4068,392,38.93,23.4707,116
166,641.79,1394.26,553.71,47.43,521.96,8.4111,392,38.87,23.4352,115
167,642.25,1395.35,553.62,47.39,522.11,8.4261,393,38.84,23.3977,114
168,642.55,1404.01,554.32,47.3,521.89,8.4329,391,38.84,23.3787,113
169,642.26,1406.06,553.06,47.33,521.77,8.4214,391,38.93,23.3766,112
170,642.14,1405.93,553.84,47.35,522.36,8.4079,394,38.88,23.3532,111
171,642.21,1410.34,553.84,47.34,521.89,8.4027,392,38.91,23.287,110
172,642.07,1398.26,553.69,47.25,521.42,8.4109,392,39.09,23.3496,109
173,642.66,1403.22,554.64,47.27,521.4,8.4288,392,38.92,23.3576,108
174,642.34,1403.24,553.76,47.31,521.85,8.3994,394,39.02,23.3513,107
175,642.46,1398.37,554.01,47.45,522.2,8.417,393,38.88,23.3065,106
176,642.32,1405.47,554.15,47.22,521.54,8.4189,392,39.08,23.4372,105
177,642.35,1400.31,554.59,47.42,521.95,8.4153,393,38.74,23.3538,104
178,642.43,1404.39,553.83,47.56,521.97,8.3914,391,38.85,23.353,103
179,642.33,1399.3,553.86,47.37,522.48,8.4462,394,38.91,23.3329,102
180,642.5,1402.27,554.21,47.52,521.76,8.4404,392,39.04,23.3712,101
181,642.01,1399.24,554.29,47.27,522.19,8.4148,393,38.92,23.3777,100
182,642.39,1406.61,553.63,47.52,522.39,8.4072,392,39.04,23.2931,99
183,642.6,1406.15,554.35,47.24,521.84,8.4225,392,38.85,23.3851,98
184,642.43,1408.13,554.99,47.47,521.86,8.3996,394,38.85,23.4003,97
185,642.66,1407.11,554.53,47.23,522.22,8.42,392,38.94,23.2801,96
186,642.8,1404.35,554.42,47.47,521.82,8.4131,393,38.75,23.3416,95
187,642.69,1407.54,553.32,47.51,521.09,8.4101,392,38.93,23.3926,94
188,642.64,1402.72,554.26,47.37,522.34,8.4124,392,38.82,23.306,93
189,642.81,1403.09,554.03,47.42,521.7,8.4253,393,39.02,23.2923,92
190,642.48,1405.73,554.4,47.2,521.73,8.4128,393,39.04,23.2623,91
191,642.23,1407.64,553.42,47.4,521.92,8.4694,393,38.93,23.3507,90
192,642.18,1404.07,553.09,47.49,521.7,8.4309,392,38.87,23.3049,89
193,642.13,1399.59,553.54,47.3,521.16,8.4143,393,38.73,23.2606,88
194,643.1,1404.64,553.86,47.69,522.17,8.4304,393,38.9,23.3282,87
195,643.24,1410.18,553.22,47.32,521.92,8.4224,393,39.09,23.3326,86
196,642.64,1408.59,554.31,47.43,522.02,8.4614,393,39.04,23.3682,85
197,642.55,1403.29,554.07,47.36,521.47,8.4387,390,38.79,23.3426,84
198,643.21,1402.91,553.94,47.14,521.5,8.441,392,38.9,23.2813,83
199,642.44,1409.39,554.06,47.49,521.22,8.429,394,39.08,23.2433,82
200,642.74,1406.28,553.13,47.44,521.69,8.4143,394,38.95,23.4101,81
201,642.31,1400.92,554.25,47.44,521.88,8.4458,392,38.93,23.3551,80
202,642.56,1408.72,554.14,47.45,522.01,8.4287,392,38.68,23.1814,79
203,641.95,1410.33,553.2,47.58,521.41,8.4197,393,38.7,23.1596,78
204,642.46,1404.01,553.94,47.43,521.33,8.4779,393,38.93,23.3788,77
205,642.65,1409.11,552.83,47.42,521.48,8.4298,393,39.01,23.3266,76
206,642.51,1411.14,553.86,47.24,521.37,8.4086,391,38.8,23.3974,75
207,642.73,1402.94,553.06,47.39,521.55,8.4175,392,38.87,23.308,74
208,642.6,1407.93,553.09,47.51,521.64,8.458,394,38.75,23.2931,73
209,642.27,1409.2,553.66,47.43,520.72,8.4281,391,38.97,23.3362,72
210,642.88,1396.99,553.5,47.51,521.77,8.4317,393,38.92,23.2484,71
211,642.8,1409.23,552.47,47.48,521.67,8.452,392,38.86,23.2252,70
212,642.54,1406.43,553.32,47.51,521.74,8.461,391,39.03,23.2138,69
213,642.39,1407.38,554.04,47.56,521.65,8.4354,392,38.73,23.3246,68
214,642.39,1402.21,553.86,47.49,521.81,8.4428,390,38.82,23.2857,67
215,642.97,1411.63,553.75,47.57,521.02,8.4192,395,38.72,23.117,66
216,642.46,1408.68,553.01,47.53,522.19,8.452,393,38.97,23.3221,65
217,643.3,1407.97,553.22,47.51,521.29,8.4982,392,38.94,23.2658,64
218,642.91,1412.7,553.09,47.56,521.7,8.4763,394,38.87,23.2734,63
219,642.88,1412.91,553.28,47.71,521.74,8.46,393,38.78,23.371,62
220,642.87,1406.68,552.92,47.54,520.77,8.4123,392,38.86,23.3541,61
221,643.09,1408.21,553.77,47.47,521.46,8.4446,394,38.99,23.3309,60
222,643.16,1411.66,553.56,47.52,521.46,8.4414,393,38.75,23.3147,59
223,643.06,1406.28,553.91,47.62,520.84,8.4348,393,38.84,23.2077,58
224,642.86,1414.63,553.17,47.74,521.16,8.4495,394,38.79,23.2336,57
225,642.68,1409.87,553.96,47.67,521.33,8.4357,393,38.75,23.209,56
226,643.23,1408.9,553.45,47.46,521.59,8.4744,394,38.83,23.3575,55
227,642.8,1410.4,553.73,47.66,521.28,8.4472,393,38.8,23.2895,54
228,642.67,1406.88,553.35,47.46,521.18,8.4493,394,38.72,23.2553,53
229,642.32,1407.69,553.0,47.65,521.66,8.4447,393,38.82,23.1824,52
230,642.68,1412.71,553.43,47.69,520.94,8.4482,394,38.71,23.2213,51
231,642.99,1404.68,552.61,47.64,521.73,8.462,394,38.81,23.2847,50
232,642.98,1411.66,553.53,47.56,520.9,8.4395,394,38.7,23.2459,49
233,642.96,1413.34,553.49,47.66,521.63,8.448,392,38.63,23.3894,48
234,643.49,1412.07,553.31,47.58,521.42,8.4341,394,38.87,23.2635,47
235,642.63,1406.42,552.42,47.85,521.66,8.4699,394,38.82,23.2137,46
236,643.01,1410.66,553.52,47.63,521.17,8.4679,394,38.63,23.275,45
237,643.14,1419.76,552.78,47.65,520.7,8.4742,394,38.57,23.2618,44
238,643.13,1413.73,552.98,47.52,521.34,8.4681,394,38.67,23.1829,43
239,642.73,1417.49,553.05,47.83,520.66,8.4318,394,38.68,23.2728,42
240,642.61,1406.54,553.18,47.66,521.18,8.482,393,38.76,23.314,41
241,643.14,1418.33,552.36,47.7,521.1,8.4423,396,38.8,23.1703,40
242,643.77,1408.71,553.07,47.54,521.6,8.4377,393,38.78,23.2157,39
243,643.04,1411.41,552.71,47.55,521.05,8.4661,395,38.57,23.2729,38
244,642.88,1413.04,552.68,47.71,520.6,8.4785,393,38.57,23.3427,37
245,642.7,1418.05,552.75,47.75,521.03,8.4748,395,38.73,23.2067,36
246,642.85,1420.2,552.57,47.72,521.27,8.4702,396,38.66,23.27,35
247,642.88,1413.56,552.46,47.7,520.61,8.4745,394,38.58,23.2229,34
248,643.06,1417.22,552.52,47.75,520.49,8.5015,392,38.8,23.19,33
249,643.79,1419.19,551.56,47.66,520.7,8.4615,395,38.88,23.2251,32
250,643.15,1415.35,553.0,47.79,520.37,8.4495,394,38.71,23.1868,31
251,642.47,1418.61,552.01,47.92,520.99,8.467,394,38.54,23.2506,30
252,642.83,1422.69,552.51,47.7,519.98,8.4779,394,38.5,23.2033,29
253,643.01,1416.12,553.07,47.69,520.7,8.4662,394,38.72,23.17,28
254,643.31,1423.55,551.99,47.95,520.83,8.4604,393,38.78,23.1766,27
255,643.48,1412.73,553.26,47.67,520.85,8.4829,395,38.67,23.2282,26
256,642.92,1421.46,552.68,47.77,520.67,8.5297,395,38.62,23.2518,25
257,643.06,1426.94,552.19,48.02,520.95,8.4847,395,38.64,23.2133,24
258,642.93,1421.07,552.71,47.66,520.79,8.4796,394,38.49,23.1194,23
259,642.78,1416.63,552.58,47.91,520.52,8.5312,395,38.48,23.1053,22
260,642.94,1419.41,552.02,47.94,520.54,8.4766,392,38.44,23.153,21
261,643.69,1419.92,552.31,48.03,519.98,8.4775,393,38.58,23.1426,20
262,643.05,1418.2,553.01,47.82,520.68,8.467,395,38.4,23.1573,19
263,643.16,1422.82,552.81,47.91,521.04,8.5205,395,38.81,23.1446,18
264,643.47,1424.48,552.17,48.07,520.47,8.522,395,38.67,23.2342,17
265,643.03,1420.27,552.45,47.66,520.27,8.5185,395,38.66,23.0402,16
266,643.14,1422.54,551.84,47.84,520.52,8.461,397,38.51,23.1815,15
267,642.96,1422.12,552.61,47.8,520.2,8.4596,395,38.49,23.1591,14
268,643.1,1419.61,552.1,47.96,520.93,8.5129,395,38.55,23.1937,13
269,643.11,1419.23,551.28,48.09,519.74,8.5043,395,38.71,23.3222,12
270,643.12,1424.27,551.75,48.04,520.35,8.5204,395,38.59,23.1713,11
271,643.87,1425.06,551.73,48.14,519.97,8.5014,395,38.49,23.3222,10
272,643.27,1426.7,552.44,47.96,520.56,8.5126,395,38.48,23.1781,9
273,643.71,1418.55,552.47,47.88,519.72,8.5098,394,38.53,23.1182,8
274,643.18,1427.83,551.25,48.07,519.73,8.488,396,38.86,23.1046,7
275,643.67,1421.8,551.86,48.02,520.0,8.5136,396,38.67,23.198,6
276,643.82,1429.66,551.43,47.98,520.09,8.5177,396,38.41,23.0895,5
277,643.91,1424.78,552.45,48.03,519.93,8.5206,395,38.68,23.0609,4
278,643.44,1423.67,551.49,47.99,519.72,8.5285,396,38.49,23.0702,3
279,643.64,1426.95,551.16,48.13,519.66,8.5237,395,38.51,23.046,2
280,643.63,1422.89,551.84,48.12,519.91,8.4889,396,38.56,23.1462,1
281,643.6,1424.36,551.44,48.17,521.63,8.4309,393,38.52,23.0385,0
2,642.5,1426.87,552.29,47.46,520.05,8.5149,397,38.44,23.094,125
2,643.78,1429.67,551.46,47.46,520.07,8.5199,393,38.42,23.0358,125
2,643.91,1430.04,551.96,48.18,519.95,8.5291,395,38.86,23.1196,125
2,643.67,1431.17,553.62,47.46,519.91,8.5242,396,38.39,23.1155,125
2,643.44,1429.57,551.61,48.14,521.63,8.4932,395,38.86,23.3222,125
2,643.85,1430.84,551.66,48.12,519.81,8.4309,393,38.43,23.0848,125
1,642.04,1398.13,553.96,47.14,522.24,8.4207,391,38.96,23.3205,125
2,642.66,1398.62,554.76,47.35,522.03,8.3949,390,39.07,23.4369,125
3,642.07,1401.1,554.51,46.94,522.16,8.382,393,39.03,23.3162,125
4,642.5,1395.76,554.48,47.44,522.31,8.394,391,38.94,23.4901,125
5,641.97,1394.05,554.14,47.16,522.0,8.4233,391,38.9,23.419,125
6,642.65,1397.98,554.86,47.12,522.58,8.4126,392,39.04,23.4656,125
7,642.62,1405.76,554.29,47.26,522.08,8.4369,393,39.03,23.4051,125
8,642.23,1401.86,554.11,47.13,521.87,8.4197,392,38.85,23.3564,125
9,642.6,1398.3,554.61,47.16,522.47,8.4151,392,39.02,23.3873,125
10,642.72,1400.07,554.28,47.22,522.4,8.4063,392,38.96,23.3129,125
11,641.94,1400.59,554.88,47.4,522.02,8.4237,391,38.8,23.4161,125
12,642.61,1404.93,553.45,47.17,522.07,8.3779,393,38.9,23.3028,125
13,642.63,1403.52,555.25,47.25,522.26,8.3743,390,39.16,23.3372,125
14,642.16,1396.35,554.31,47.27,521.69,8.4339,391,38.9,23.3506,125
15,641.83,1398.77,554.36,47.15,522.0,8.4311,390,39.02,23.2825,125
16,642.65,1392.15,554.17,47.26,522.25,8.4147,391,38.94,23.4078,125
17,642.78,1395.76,553.74,47.35,522.37,8.4018,393,39.13,23.4031,125
18,642.26,1402.3,554.52,47.38,521.8,8.4244,390,39.0,23.3709,125
19,642.05,1402.82,553.99,47.23,522.18,8.413,391,39.12,23.4505,125
20,642.25,1394.57,554.54,47.1,522.29,8.398,391,38.93,23.3357,125
21,642.18,1398.83,554.32,47.27,522.67,8.4302,392,39.13,23.3923,125
22,642.34,1405.28,554.71,47.3,522.53,8.432,392,39.09,23.4213,125
23,642.07,1395.59,554.04,47.12,522.22,8.3839,392,38.94,23.3791,125
24,642.24,1395.73,554.65,47.26,521.66,8.3768,391,38.81,23.3903,125
25,642.24,1390.93,554.21,47.17,522.15,8.3845,391,38.9,23.4004,125
26,641.61,1401.63,553.9,47.28,521.93,8.4062,391,39.01,23.2767,125
27,642.36,1400.85,554.67,47.17,521.69,8.4095,392,38.97,23.3769,125
28,641.48,1400.68,553.51,47.22,522.27,8.3998,392,38.91,23.4092,125
29,642.01,1396.05,554.94,47.24,522.15,8.4387,392,39.15,23.3378,125
30,642.21,1398.1,554.05,47.23,522.35,8.3927,392,39.01,23.3824,125
31,642.33,1393.95,553.06,47.33,521.92,8.393,391,38.98,23.3272,125
32,642.55,1400.58,554.32,47.3,522.11,8.392,393,39.1,23.3545,125
33,641.82,1403.93,554.27,47.31,522.1,8.4086,392,38.98,23.4537,125
34,642.83,1397.47,554.42,47.2,522.34,8.4035,393,39.0,23.3728,125
35,642.08,1396.92,554.1,47.26,522.19,8.3924,391,39.03,23.343,125
36,642.06,1399.12,554.11,47.33,522.77,8.3794,393,38.84,23.3414,125
37,641.68,1396.65,555.28,47.17,522.14,8.4142,394,38.78,23.2711,125
38,641.72,1401.83,554.11,47.44,521.81,8.4094,393,38.98,23.3501,125
39,641.94,1400.8,554.18,47.1,522.0,8.3738,392,38.79,23.3514,125
40,641.97,1403.24,553.75,47.09,521.84,8.3987,392,39.09,23.4079,125
41,642.79,1394.92,554.68,47.32,522.69,8.3682,392,38.99,23.3774,125
42,642.61,1404.49,554.31,47.31,522.02,8.3828,390,39.11,23.4412,125
43,642.58,1401.51,554.18,47.35,521.7,8.4397,392,39.03,23.3024,125
44,642.21,1395.48,554.45,47.17,522.47,8.4259,391,39.14,23.448,125
45,642.15,1398.33,554.43,47.06,522.17,8.4342,392,39.23,23.4284,125
46,642.42,1401.55,554.0,47.38,521.88,8.4024,392,38.81,23.3352,125
47,642.26,1395.3,554.82,47.29,522.2,8.4134,393,39.01,23.4428,125
48,642.01,1392.94,554.41,47.32,521.88,8.4199,392,38.92,23.406,125
49,642.16,1396.11,554.28,47.33,522.28,8.3716,392,39.0,23.3813,125
50,642.51,1402.64,553.87,47.27,522.07,8.4054,391,39.02,23.4013,125
51,642.39,1401.05,554.15,47.14,522.18,8.4004,392,39.02,23.3874,125
52,642.29,1404.99,554.39,47.36,522.73,8.3954,392,39.14,23.4006,125
53,642.02,1399.78,554.54,47.21,522.54,8.4046,391,38.99,23.3824,125
54,642.03,1407.04,554.28,47.45,522.19,8.3958,391,38.85,23.4086,125
55,642.41,1399.08,554.34,47.22,522.09,8.4135,393,38.9,23.4306,124
56,642.73,1403.97,554.47,47.14,522.08,8.4042,394,39.1,23.4319,123
57,642.56,1398.55,553.99,47.28,522.06,8.4128,392,38.92,23.366,122
58,642.52,1403.99,553.58,47.35,521.85,8.4032,392,38.88,23.3982,121
59,642.31,1397.56,553.88,47.22,522.85,8.4039,390,39.15,23.388,120
60,641.8,1405.66,553.34,47.47,522.23,8.4616,394,38.94,23.2905,119
61,642.5,1392.35,554.01,47.26,521.8,8.4046,393,38.83,23.3697,118
62,642.18,1403.57,553.67,47.28,522.16,8.417,393,38.96,23.4182,117
63,642.1,1398.98,554.61,47.27,522.27,8.4241,393,39.01,23.3903,116
64,642.53,1404.68,553.9,47.24,522.24,8.4227,393,39.13,23.3791,115
65,641.69,1400.69,554.63,47.29,522.25,8.4379,392,39.12,23.4958,114
66,642.25,1397.9,553.79,47.31,522.15,8.4032,391,38.92,23.432,113
67,642.0,1403.87,553.84,47.29,521.81,8.419,392,39.04,23.4697,112
68,642.94,1400.37,554.43,47.31,522.14,8.4005,392,39.08,23.3725,111
69,642.05,1404.2,555.14,47.24,521.69,8.4404,392,39.07,23.3595,110
70,642.54,1397.09,553.8,47.44,521.88,8.4183,392,39.12,23.4527,109
71,642.9,1401.19,554.59,47.43,522.0,8.3895,392,38.89,23.3944,108
72,642.25,1389.86,554.25,47.48,521.66,8.4042,392,38.88,23.293,107
73,642.42,1400.06,554.31,47.23,523.18,8.406,392,38.89,23.4922,106
74,642.75,1405.76,554.4,47.14,521.78,8.4211,392,38.93,23.3845,105
75,642.25,1406.98,553.73,47.25,522.24,8.4043,392,39.1,23.41,104
76,642.52,1405.34,553.91,47.35,522.25,8.3813,392,38.95,23.4065,103
77,642.98,1405.99,554.08,47.16,522.52,8.4375,393,38.78,23.4131,102
78,642.43,1400.53,553.62,47.38,521.57,8.4174,390,38.97,23.3301,101
79,642.31,1403.49,553.6,47.28,522.72,8.384,393,38.92,23.3451,100
80,641.74,1405.37,553.21,47.34,521.97,8.3935,392,39.03,23.5181,99
81,642.55,1402.65,553.88,47.46,521.34,8.4145,391,38.86,23.3728,98
82,642.24,1400.4,553.7,47.22,522.16,8.4089,393,38.87,23.3822,97
83,642.27,1398.73,553.79,47.51,522.02,8.3789,393,39.0,23.4426,96
84,642.18,1400.62,554.01,47.51,522.19,8.3901,392,38.89,23.3873,95
85,641.95,1414.11,554.09,47.25,521.84,8.3949,391,38.87,23.314,94
86,642.69,1401.01,553.83,47.37,522.19,8.4188,393,39.03,23.3333,93
87,642.32,1402.17,554.11,47.32,522.1,8.3939,391,39.01,23.3373,92
88,642.27,1400.09,553.59,47.33,521.9,8.4078,393,39.04,23.2656,91
89,642.33,1404.14,555.01,47.39,521.93,8.4044,394,38.81,23.3864,90
90,642.36,1406.26,554.58,47.4,521.92,8.3972,393,38.81,23.2711,89
91,641.99,1399.5,553.72,47.38,521.83,8.4327,393,38.95,23.3909,88
92,642.29,1400.27,553.5,47.39,521.96,8.373,391,38.87,23.4344,87
93,642.1,1409.21,553.83,47.43,521.6,8.4032,392,39.21,23.2352,86
94,642.58,1401.08,554.76,47.48,521.94,8.4166,392,39.0,23.4437,85
95,642.37,1406.13,554.41,47.32,521.79,8.4012,392,38.89,23.4594,84
96,642.89,1400.62,554.08,47.31,521.48,8.4333,393,38.87,23.378,83
97,642.94,1408.05,554.13,47.41,522.71,8.4313,393,38.79,23.3339,82
98,642.4,1403.62,553.85,47.35,521.93,8.4405,392,38.96,23.2921,81
99,642.67,1398.72,553.82,47.37,522.06,8.4388,392,38.91,23.3834,80
100,642.29,1404.16,554.94,47.3,522.01,8.4212,390,38.88,23.3073,79
101,642.24,1405.55,554.34,47.42,522.6,8.4112,392,38.75,23.3883,78
102,642.63,1408.84,553.87,47.39,521.95,8.3913,392,38.97,23.3669,77
103,642.28,1395.4,553.38,47.48,522.05,8.4025,391,38.96,23.3251,76
104,642.46,1403.37,554.63,47.44,521.66,8.4345,393,38.93,23.2958,75
105,641.85,1397.73,553.69,47.32,521.73,8.4312,392,38.93,23.321,74
106,642.51,1405.62,554.31,47.32,522.11,8.4098,392,38.93,23.3755,73
107,642.36,1410.67,553.57,47.45,521.79,8.4326,392,38.89,23.3666,72
108,642.98,1405.94,553.52,47.25,521.48,8.4371,392,38.89,23.4032,71
109,642.48,1402.77,554.91,47.32,521.59,8.4285,392,38.9,23.2637,70
110,642.92,1403.14,554.15,47.41,521.46,8.4157,393,38.88,23.2577,69
111,642.25,1401.73,553.74,47.41,522.09,8.4242,394,38.77,23.3791,68
112,642.65,1400.61,553.64,47.41,521.35,8.4176,393,39.0,23.314,67
113,642.5,1408.52,554.0,47.41,522.28,8.4318,393,38.95,23.3993,66
114,642.46,1407.81,554.04,47.18,521.68,8.4222,392,38.78,23.3687,65
115,642.22,1400.56,553.54,47.53,521.6,8.4566,393,39.01,23.3428,64
116,642.62,1407.84,553.54,47.36,521.91,8.4083,392,38.77,23.4147,63
117,642.76,1402.28,553.84,47.48,521.74,8.423,391,38.84,23.4284,62
118,642.26,1408.53,553.52,47.44,522.37,8.4675,392,38.92,23.2813,61
119,642.0,1398.22,553.47,47.53,521.72,8.4442,393,38.85,23.2826,60
120,642.6,1408.79,553.63,47.35,521.47,8.4458,391,38.83,23.3816,59
121,642.27,1413.79,553.75,47.48,521.77,8.4103,392,38.92,23.2834,58
122,642.72,1406.06,553.77,47.43,521.94,8.413,393,38.72,23.2005,57
123,642.49,1408.04,554.28,47.56,522.27,8.4506,394,39.0,23.4,56
124,642.0,1405.29,553.12,47.31,521.32,8.4264,394,39.09,23.3056,55
125,642.82,1405.04,553.25,47.34,521.86,8.464,394,38.8,23.2509,54
126,642.76,1409.96,554.41,47.41,521.56,8.4597,394,38.9,23.2845,53
127,642.67,1395.95,554.01,47.54,521.42,8.437,392,38.91,23.2823,52
128,642.22,1409.32,553.67,47.55,522.15,8.4587,394,38.89,23.3247,51
129,643.1,1405.91,553.56,47.33,522.43,8.43,393,38.87,23.2454,50
130,642.57,1410.11,553.51,47.53,521.55,8.4656,392,38.85,23.322,49
131,642.5,1406.13,553.7,47.44,521.22,8.4311,394,38.77,23.2491,48
132,642.35,1408.51,553.0,47.57,521.22,8.4631,394,38.82,23.3883,47
133,642.62,1409.48,553.52,47.47,521.44,8.4447,394,38.75,23.3143,46
134,642.45,1406.61,554.21,47.64,521.6,8.4601,393,38.84,23.208,45
135,642.52,1407.5,553.69,47.54,521.63,8.4512,393,38.79,23.3407,44
136,642.6,1405.41,553.83,47.6,521.37,8.4234,395,38.66,23.272,43
137,642.75,1409.77,554.36,47.33,521.66,8.4339,394,38.74,23.244,42
138,642.3,1407.3,553.57,47.52,521.91,8.4614,393,38.88,23.2957,41
139,643.08,1415.14,553.81,47.53,521.71,8.4823,393,38.86,23.3022,40
140,642.87,1414.46,553.12,47.39,521.33,8.4544,394,38.89,23.2051,39
141,643.08,1412.02,553.08,47.66,521.7,8.4394,394,38.77,23.2201,38
142,643.03,1413.05,552.85,47.69,521.23,8.4786,394,38.91,23.3298,37
143,642.48,1402.45,553.0,47.56,521.36,8.4217,394,38.73,23.3126,36
144,642.48,1416.18,552.94,47.49,521.33,8.4587,391,38.71,23.2089,35
145,642.65,1403.51,553.55,47.47,521.27,8.4219,394,38.88,23.2711,34
146,643.71,1413.64,553.85,47.43,521.16,8.458,393,38.74,23.331,33
147,643.07,1411.55,553.79,47.62,521.37,8.4965,396,38.92,23.3225,32
148,642.69,1421.05,553.37,47.5,521.1,8.4426,394,38.77,23.2463,31
149,643.26,1414.51,552.71,47.64,521.18,8.4499,394,38.8,23.3094,30
150,643.08,1407.58,553.35,47.78,521.77,8.4995,393,38.84,23.2518,29
151,643.04,1420.87,552.82,47.61,521.26,8.442,393,38.74,23.2479,28
152,643.34,1411.65,553.59,47.66,520.99,8.4818,395,38.86,23.3026,27
153,642.89,1416.95,553.63,47.63,521.06,8.4479,395,38.72,23.1607,26
154,643.15,1414.53,553.26,47.63,521.48,8.4483,393,38.63,23.1781,25
155,642.83,1413.92,553.47,47.69,521.28,8.462,395,38.71,23.2262,24
156,643.52,1411.91,553.03,47.67,521.1,8.4749,396,38.7,23.1933,23
157,642.84,1414.01,552.54,47.82,521.11,8.4683,395,38.6,23.0792,22
158,643.19,1421.83,553.21,47.74,521.26,8.4977,394,38.56,23.1803,21
159,642.71,1415.2,553.19,47.72,521.08,8.4882,394,38.6,23.1906,20
160,642.48,1415.88,553.16,47.76,521.16,8.4458,393,38.69,23.2144,19
161,643.6,1416.4,552.82,47.68,520.48,8.4779,394,38.62,23.19,18
162,643.11,1420.33,552.97,47.89,521.51,8.4726,393,38.67,23.0617,17
163,643.0,1422.22,553.11,47.58,521.34,8.4766,394,38.64,23.1448,16
164,643.09,1416.56,552.81,47.81,520.78,8.5019,395,38.74,23.0846,15
165,642.96,1416.31,552.94,47.97,521.1,8.4846,396,38.69,23.123,14
166,642.9,1419.27,552.56,47.79,520.98,8.5133,395,38.52,23.1578,13
167,643.38,1415.96,551.95,47.97,520.47,8.4815,396,38.68,23.147,12
168,643.46,1422.59,552.04,47.93,520.75,8.5141,395,38.49,23.2036,11
169,643.55,1424.39,552.76,47.9,520.19,8.4936,395,38.52,23.1723,10
170,643.35,1428.52,553.34,48.14,520.62,8.4758,395,38.48,23.1829,9
171,643.36,1419.33,551.57,47.91,520.75,8.5011,395,38.7,23.1225,8
172,643.62,1426.38,552.89,47.64,520.25,8.5219,396,38.85,23.2086,7
173,643.64,1417.29,552.16,48.16,520.7,8.4763,394,38.51,23.1498,6
174,643.46,1424.79,552.29,47.84,520.02,8.4309,396,38.53,23.3222,5
175,643.15,1424.17,551.47,48.12,520.34,8.5066,396,38.49,23.3222,4
176,643.93,1409.01,551.93,47.98,520.91,8.5245,396,38.49,23.0656,3
177,643.68,1423.5,552.17,48.1,520.19,8.5286,397,38.37,23.0336,2
178,643.66,1430.55,551.31,47.46,520.14,8.5351,393,38.57,23.1323,1
179,643.51,1428.23,551.91,48.09,521.63,8.5056,393,38.4,23.3222,0
1,642.6,1402.85,553.97,47.29,521.94,8.42,393,39.04,23.3814,125
2,642.45,1410.36,554.62,47.35,521.7,8.3999,391,39.02,23.4437,125
3,642.16,1398.65,553.52,47.4,521.35,8.415,391,38.96,23.3314,125
4,642.73,1400.32,553.58,47.39,522.0,8.4309,392,38.87,23.4338,125
5,642.11,1399.42,552.91,47.26,521.35,8.4164,393,38.91,23.2896,125
6,642.46,1407.78,553.12,47.18,521.9,8.4313,392,38.94,23.3491,125
7,642.26,1404.44,554.42,47.45,521.96,8.4372,393,38.87,23.4134,125
8,641.97,1406.22,553.93,47.24,521.77,8.4169,393,38.91,23.4044,125
9,642.59,1403.51,553.78,47.43,522.23,8.388,393,38.88,23.3179,125
10,642.78,1400.12,553.54,47.5,521.54,8.4233,392,38.94,23.3154,125
11,642.21,1395.79,553.58,47.31,522.35,8.4134,394,39.21,23.4153,125
12,642.63,1403.67,554.39,47.35,521.77,8.4208,394,38.93,23.2962,125
13,642.24,1395.23,553.5,47.29,521.78,8.433,392,38.87,23.3162,125
14,642.62,1407.62,553.65,47.49,521.91,8.4236,393,38.92,23.4073,125
15,642.47,1401.13,554.7,47.35,521.98,8.4369,392,38.91,23.3439,125
16,642.17,1409.84,554.72,47.3,521.66,8.4203,393,39.04,23.313,125
17,642.06,1406.43,553.57,47.39,522.35,8.4309,392,38.95,23.2397,125
